Parma AC	Juventus	0:1	1:2	09.09.1990	00:00	1990	1991	1
Torino FC	Lazio Roma	0:0	0:0	09.09.1990	00:00	1990	1991	1
Sampdoria	AC Cesena	0:0	1:0	09.09.1990	00:00	1990	1991	1
AS Roma	ACF Fiorentina	2:0	4:0	09.09.1990	00:00	1990	1991	1
US Lecce	SSC Napoli	0:0	0:0	09.09.1990	00:00	1990	1991	1
Cagliari Calcio	Inter	0:0	0:3	09.09.1990	00:00	1990	1991	1
Bologna FC	Pisa SC	0:1	0:1	09.09.1990	00:00	1990	1991	1
Atalanta	AS Bari	0:0	2:0	09.09.1990	00:00	1990	1991	1
AC Milan	Genoa CFC	0:0	1:0	09.09.1990	00:00	1990	1991	1
Genoa CFC	AS Roma	2:0	3:0	16.09.1990	00:00	1990	1991	2
Pisa SC	US Lecce	1:0	4:0	16.09.1990	00:00	1990	1991	2
SSC Napoli	Cagliari Calcio	1:1	1:2	16.09.1990	00:00	1990	1991	2
Lazio Roma	Parma AC	0:0	0:0	16.09.1990	00:00	1990	1991	2
Inter	Bologna FC	0:0	1:0	16.09.1990	00:00	1990	1991	2
ACF Fiorentina	Sampdoria	0:0	0:0	16.09.1990	00:00	1990	1991	2
AC Cesena	AC Milan	0:0	0:1	16.09.1990	00:00	1990	1991	2
AS Bari	Torino FC	1:1	2:1	16.09.1990	00:00	1990	1991	2
Juventus	Atalanta	1:0	1:1	16.09.1990	00:00	1990	1991	2
AS Roma	AS Bari	0:0	1:0	23.09.1990	00:00	1990	1991	3
AC Milan	ACF Fiorentina	1:0	2:1	23.09.1990	00:00	1990	1991	3
Torino FC	Inter	0:0	2:0	23.09.1990	00:00	1990	1991	3
Sampdoria	Bologna FC	0:0	2:1	23.09.1990	00:00	1990	1991	3
Atalanta	Cagliari Calcio	2:1	2:1	23.09.1990	00:00	1990	1991	3
US Lecce	Lazio Roma	1:0	1:0	23.09.1990	00:00	1990	1991	3
AC Cesena	Juventus	0:1	1:1	23.09.1990	00:00	1990	1991	3
Pisa SC	Genoa CFC	0:0	0:0	23.09.1990	00:00	1990	1991	3
Parma AC	SSC Napoli	0:0	1:0	23.09.1990	00:00	1990	1991	3
ACF Fiorentina	Atalanta	2:0	3:1	30.09.1990	00:00	1990	1991	4
SSC Napoli	Pisa SC	1:0	2:1	30.09.1990	00:00	1990	1991	4
Lazio Roma	AC Milan	0:0	1:1	30.09.1990	00:00	1990	1991	4
Juventus	Sampdoria	0:0	0:0	30.09.1990	00:00	1990	1991	4
Genoa CFC	US Lecce	0:0	0:0	30.09.1990	00:00	1990	1991	4
Cagliari Calcio	AC Cesena	0:0	0:0	30.09.1990	00:00	1990	1991	4
Bologna FC	Torino FC	0:0	1:0	30.09.1990	00:00	1990	1991	4
AS Bari	Parma AC	1:0	2:2	30.09.1990	00:00	1990	1991	4
Inter	AS Roma	0:1	2:1	30.09.1990	00:00	1990	1991	4
Pisa SC	ACF Fiorentina	0:1	0:4	07.10.1990	00:00	1990	1991	5
AC Milan	Cagliari Calcio	2:0	2:0	07.10.1990	00:00	1990	1991	5
Torino FC	AS Roma	0:0	1:0	07.10.1990	00:00	1990	1991	5
Parma AC	Sampdoria	0:0	0:0	07.10.1990	00:00	1990	1991	5
Lazio Roma	Bologna FC	1:0	3:1	07.10.1990	00:00	1990	1991	5
Genoa CFC	SSC Napoli	0:0	1:1	07.10.1990	00:00	1990	1991	5
Atalanta	Inter	0:0	1:1	07.10.1990	00:00	1990	1991	5
AC Cesena	AS Bari	2:0	4:2	07.10.1990	00:00	1990	1991	5
US Lecce	Juventus	0:0	0:1	07.10.1990	00:00	1990	1991	5
ACF Fiorentina	Parma AC	1:3	2:3	21.10.1990	00:00	1990	1991	6
Sampdoria	Atalanta	2:1	4:1	21.10.1990	00:00	1990	1991	6
AS Roma	US Lecce	0:0	3:0	21.10.1990	00:00	1990	1991	6
SSC Napoli	AC Milan	0:0	1:1	21.10.1990	00:00	1990	1991	6
Inter	Pisa SC	3:0	6:3	21.10.1990	00:00	1990	1991	6
Cagliari Calcio	Torino FC	1:0	1:2	21.10.1990	00:00	1990	1991	6
Bologna FC	AC Cesena	0:0	0:1	21.10.1990	00:00	1990	1991	6
AS Bari	Genoa CFC	0:0	4:0	21.10.1990	00:00	1990	1991	6
Juventus	Lazio Roma	0:0	0:0	21.10.1990	00:00	1990	1991	6
AC Milan	Sampdoria	0:0	0:1	28.10.1990	00:00	1990	1991	7
Parma AC	AS Roma	2:1	2:1	28.10.1990	00:00	1990	1991	7
Pisa SC	Cagliari Calcio	1:0	1:0	28.10.1990	00:00	1990	1991	7
SSC Napoli	ACF Fiorentina	1:0	1:0	28.10.1990	00:00	1990	1991	7
Lazio Roma	AS Bari	1:1	1:1	28.10.1990	00:00	1990	1991	7
Juventus	Inter	2:1	4:2	28.10.1990	00:00	1990	1991	7
Genoa CFC	Bologna FC	0:0	0:0	28.10.1990	00:00	1990	1991	7
AC Cesena	Torino FC	1:1	2:2	28.10.1990	00:00	1990	1991	7
US Lecce	Atalanta	0:0	0:0	28.10.1990	00:00	1990	1991	7
Sampdoria	Pisa SC	1:0	4:2	11.11.1990	00:00	1990	1991	8
Atalanta	AC Milan	0:1	0:2	11.11.1990	00:00	1990	1991	8
Torino FC	US Lecce	2:0	2:0	11.11.1990	00:00	1990	1991	8
AS Roma	AC Cesena	0:0	4:1	11.11.1990	00:00	1990	1991	8
Inter	Parma AC	2:0	2:1	11.11.1990	00:00	1990	1991	8
Cagliari Calcio	Lazio Roma	0:0	0:1	11.11.1990	00:00	1990	1991	8
Bologna FC	Juventus	0:0	0:1	11.11.1990	00:00	1990	1991	8
AS Bari	SSC Napoli	0:0	0:0	11.11.1990	00:00	1990	1991	8
ACF Fiorentina	Genoa CFC	1:1	2:2	11.11.1990	00:00	1990	1991	8
Juventus	AS Roma	2:0	5:0	18.11.1990	00:00	1990	1991	9
Pisa SC	Parma AC	0:1	0:2	18.11.1990	00:00	1990	1991	9
SSC Napoli	Sampdoria	1:2	1:4	18.11.1990	00:00	1990	1991	9
AC Milan	Inter	0:0	0:1	18.11.1990	00:00	1990	1991	9
Bologna FC	AS Bari	0:0	3:0	18.11.1990	00:00	1990	1991	9
Lazio Roma	Atalanta	1:2	2:2	18.11.1990	00:00	1990	1991	9
Genoa CFC	Torino FC	0:0	0:0	18.11.1990	00:00	1990	1991	9
Cagliari Calcio	ACF Fiorentina	0:1	1:1	18.11.1990	00:00	1990	1991	9
US Lecce	AC Cesena	1:0	2:0	18.11.1990	00:00	1990	1991	9
